,question.stem,keywords,answer
1458,"The king gave a speech about it being an auspicious day, but he was assassinated in the middle of it making it actually what?","['assassinated', 'king', 'speech', 'auspicious', 'day']",disastrous
1459,When having food it is common to do what other act of consumption?,"['food', 'consumption', 'having', 'common', 'act']",drinking
1460,What might someone do too much  of if they are experiencing stress?,"['stress', 'experiencing']",drink alcohol
1461,Where does a small farmer keep a potato after it's done growing?,"['potato', 'farmer', 'growing', 'small', 'does']",own kitchen
1462,How can people gain new perspectives?,"['perspectives', 'new', 'people', 'gain']",travel abroad
1463,"If a murderer killed people related to one's family, the family members would feel what when crying?","['family', 'murderer', 'feel', 'crying', 'killed']",anguish
1464,Where would seats be used to watch a movie?,"['seats', 'movie', 'watch', 'used']",theater
1465,John is an omnidiciplinarian. Where might he find success?,"['omnidiciplinarian', 'john', 'success']",various situations
1466,"If I wanted to go through a door, but it was closed, what would I have to do to it?","['door', 'closed', 'wanted']",open
1467,"The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?","['jellyfish', 'animal', 'animals', 'child', 'rhymes']",book
1468,"If you're wet cleaning a floor while doing housework, what do you need?","['cleaning', 'housework', 'wet', 'floor', 'need']",mop
1469,Beautiful lightning strikes happen on what kind of day?,"['lightning', 'strikes', 'day', 'happen', 'kind']",rainy
1470,Drinking alcohol can make me lose this?,"['alcohol', 'drinking', 'lose', 'make']",sleep at night
1471,What are you likely to see on Independence Day?,"['independence', 'day', 'likely']",fireworks display
1472,Where can a shirt be found in a hotel room?,"['hotel', 'shirt', 'room']",suitcase
1473,What do you do to make sure that you are remembering?,"['remembering', 'make', 'sure']",stopping to think
1474,Where can I drink beer or any other alcoholic beverage?,"['beer', 'drink', 'beverage', 'alcoholic']",bar
1475,After killing people in a rage what is someone likely to feel?,"['rage', 'killing', 'feel', 'people', 'likely']",remorse
1476,Who is likely to use too much salt?,"['salt', 'use', 'likely']",fast food restaurant
1477,What did the friendly man do when meeting knew people to show he was happy?,"['friendly', 'meeting', 'happy', 'people', 'man']",smiling
1478,Where does the sun set?,"['sun', 'set', 'does']",west
1479,What is likely to someone in a skiing accident likely to have in more than one place?,"['skiing', 'accident', 'place', 'likely']",broken bones
1480,"John tried his best to care for Kate, but Kate kept throwing herself into danger.  He couldn't stand her what for her own safety?","['kate', 'danger', 'safety', 'john', 'care']",disregard
1481,"The agent of change had a loath feeling for the king, he would set for a plan to have him what?","['king', 'change', 'agent', 'plan', 'loath']",disposed
1482,A poet may need to go where to achieve learning as an adult?,"['poet', 'learning', 'adult', 'achieve', 'need']",university
1483,Where would a kitchen towel be found?,"['towel', 'kitchen']",cupboard
1484,"Answering questions followed by saying, ""sir"" or ""ma'am"" is an indication that you are what?","['sir', 'answering', 'indication', 'questions', 'ma']",polite
1485,"Matt had issues controlling his anger, what did he do when someone set him off?","['anger', 'matt', 'controlling', 'set', 'issues']",punch
1486,"When two people are doing the same thing, what do they tend to do?","['people', 'thing', 'tend', 'doing']",compete
1487,Billy liked going to the party.  He enjoyed mixing.  He liked to do what?,"['billy', 'mixing', 'party', 'liked', 'enjoyed']",meet new people
1488,After checking in at the ticket office the couple entered their prom in the school's what?,"['prom', 'school', 'couple', 'ticket', 'office']",auditorium
1489,What would a person do if they saw a bully make a person cry but they wanted no trouble?,"['bully', 'person', 'saw', 'trouble', 'make']",do nothing
1490,"The hipsters tried to take a disingenuous kooky approach to their cafe, they were soon out of business to the competitor who took what kind of approach?","['hipsters', 'cafe', 'competitor', 'business', 'kooky']",conventional
1491,Where is a ballpoint pen best stored?,"['ballpoint', 'pen', 'stored', 'best']",desk drawer
1492,"If you cut when waiting at the ticket office, what should your punishment be?","['ticket', 'punishment', 'cut', 'waiting', 'office']",end of line
1493,Success is usually a product of preparation and what?,"['success', 'preparation', 'product', 'usually']",working hard
1494,What professional space is likely to have an air conditioner?,"['air', 'professional', 'conditioner', 'space', 'likely']",office building
1495,The key to happiness while living life is to do more than what?,"['happiness', 'living', 'life', 'key']",existing
1496,"He had said he would cook dinner, but first he needed to what?","['dinner', 'cook', 'needed', 'said']",buy groceries
1497,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?","['married', 'stopping', 'end', 'beginning', 'brings']",happiness
1498,James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?,"['jenny', 'james', 'likes', 'friends', 'hear']",tell story
1499,"If I go to a bank to get money, where could I go next to get household items and food?","['bank', 'food', 'household', 'money', 'items']",grocery store
1500,If someone is free from guilt what are they likely to achieve?,"['guilt', 'achieve', 'free', 'likely']",peaceful sleep
1501,Danny hasn't experienced all that it means to be human yet.  He is missing something important.  What might he be missing?,"['danny', 'human', 'important', 'missing', 'means']",love
1502,What is it called when two people have the same point of view?,"['view', 'point', 'people', 'called']",agree with each other
1503,What could happen after you were hiking for only a short time?,"['hiking', 'time', 'short', 'happen']",smile
1504,Where might people gather while they are waiting for a ride across town?,"['town', 'ride', 'gather', 'people', 'waiting']",bus stop
1505,"I want to make a fortune selling houses, what should I study?","['houses', 'selling', 'study', 'fortune', 'make']",real estate
1506,"She had a bad habit of washing hands over one thousand times a day, what did she experience as a result?","['washing', 'thousand', 'hands', 'habit', 'times']",dry skin
1507,"If there are people watching a priest, what is he doing?","['priest', 'watching', 'people', 'doing']",say mass
1508,What can you do while driving to work that involves sound but does not require you to move your mouth?,"['driving', 'sound', 'work', 'mouth', 'require']",listen to radio
1509,Where does a marmoset roam free?,"['marmoset', 'roam', 'free', 'does']",wilderness
1510,What form of government is most associated with kingdoms?,"['kingdoms', 'government', 'form', 'associated']",monarchy
1511,"Manny refused to give the court respect, and was charged with what?","['manny', 'court', 'refused', 'respect', 'charged']",contempt
1512,Where does the red cross respond to a storm?,"['storm', 'red', 'cross', 'respond', 'does']",america
1513,"The sloth of a man was convicted of the crime caused by his apathy, he would spend at least a hundred hours finally doing a what?","['sloth', 'apathy', 'hours', 'crime', 'convicted']",civil service
1514,"They were all sitting down and getting comfortable, this doesn't always necessarily require a what?","['sitting', 'comfortable', 'require', 'necessarily', 'getting']",chair
1515,"The dog loved to run after ball, it would do it over and over until it would what?","['ball', 'dog', 'run', 'loved']",get tired
1516,Where can a human relax?,"['relax', 'human']",park
1517,Where could you find many people standing inside?,"['standing', 'inside', 'people']",public place
1518,What can large amounts of water do over long periods of time?,"['water', 'amounts', 'long', 'time', 'large']",move mountains
1519,What does going to party with the opposite sex lead to?,"['party', 'sex', 'opposite', 'going', 'lead']",having sex
1520,Where would children go to see different animals?,"['animals', 'children', 'different']",zoo
1521,What can be the feeling of someone  giving assistance?,"['assistance', 'feeling', 'giving']",feeling good
1522,John lives in a farmhouse.  There are many farmhouses close together.  You might describe this place as what?,"['farmhouses', 'farmhouse', 'place', 'john', 'close']",farming community
1523,Zeus was one of many men that were this in mythology?,"['zeus', 'mythology', 'men']",gods
1524,Why would you stop chatting with friends?,"['friends', 'chatting', 'stop']",misunderstanding
1525,"The friends enjoyed getting together to play cards, even though one of them always won because he was what?","['cards', 'friends', 'play', 'won', 'enjoyed']",good at
1526,John hated lying.  It made him do something.  What did lying make him do?,"['lying', 'john', 'make', 'hated', 'did']",feel guilty
