,answerKey,id,question.question_concept,question.choices,question.stem,keywords
2306,C,685fa05afa60e092c737e710ac02e2d5,trash,"[{'label': 'A', 'text': 'parking lot'}, {'label': 'B', 'text': 'subway'}, {'label': 'C', 'text': 'hospital'}, {'label': 'D', 'text': 'gym'}, {'label': 'E', 'text': 'ground'}]",There was a large trash can in front of a building. What type of building might it be?,"['building', 'trash', 'large', 'type']"
2307,E,2435c24d2b8d275f9844c8a19d2af111,person,"[{'label': 'A', 'text': 'have no home'}, {'label': 'B', 'text': 'ridiculous'}, {'label': 'C', 'text': 'beautiful'}, {'label': 'D', 'text': 'restricted'}, {'label': 'E', 'text': 'shameful'}]",If a person acts in a manner that embarrasses themselves and family their behavior is what?,"['embarrasses', 'behavior', 'manner', 'family', 'acts']"
2308,E,7739f39c10a9f0638dca3ed609276b2f,going to bed,"[{'label': 'A', 'text': 'drowsiness'}, {'label': 'B', 'text': 'sleeping in'}, {'label': 'C', 'text': 'insomnia'}, {'label': 'D', 'text': 'exercise'}, {'label': 'E', 'text': 'pregnancy'}]",What would cause someone to gain weight and be goingto bed early?,"['weight', 'bed', 'cause', 'early', 'gain']"
2309,D,7a2451ad75f21a8bd6db259db4cdf9f8,students,"[{'label': 'A', 'text': 'pass exams'}, {'label': 'B', 'text': 'do well'}, {'label': 'C', 'text': 'amount to'}, {'label': 'D', 'text': 'better comprehension'}, {'label': 'E', 'text': 'read books'}]",What is the goal of the activities of students?,"['activities', 'students', 'goal']"
2310,E,ec329b2e8ea7e8f35f776e6512e2ded4,killing,"[{'label': 'A', 'text': 'sorrow'}, {'label': 'B', 'text': 'trust'}, {'label': 'C', 'text': 'bloody mess'}, {'label': 'D', 'text': 'pleasure'}, {'label': 'E', 'text': 'freedom'}]","The twisted kidnapper laid out the deal, killing seemed to be the only way the victim could gain his what?","['kidnapper', 'killing', 'victim', 'twisted', 'deal']"
2311,E,10929777f6c8a09ed39998610459f64d,attending lecture,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'drowsiness'}, {'label': 'C', 'text': 'getting bored'}, {'label': 'D', 'text': 'gain knowledge'}, {'label': 'E', 'text': 'gaining knowledge'}]",Attending a lecture given by an expert will allow will lead to what?,"['lecture', 'attending', 'expert', 'given', 'lead']"
2312,C,e42a10ff3fb468ce7594e66279b4e213,might,"[{'label': 'A', 'text': 'definitely'}, {'label': 'B', 'text': 'weak'}, {'label': 'C', 'text': 'weakness'}, {'label': 'D', 'text': 'wont'}, {'label': 'E', 'text': 'will'}]","The boy had a lot of might, but he had something else, and the villain learned how to exploit his what?","['villain', 'exploit', 'boy', 'learned', 'lot']"
2313,E,263b9a9a27c8a23f2d46008a9af9ccc9,electric motor,"[{'label': 'A', 'text': 'electric fan'}, {'label': 'B', 'text': 'drum sander'}, {'label': 'C', 'text': 'electric refrigerator'}, {'label': 'D', 'text': 'electric locomotive'}, {'label': 'E', 'text': 'electric typewriter'}]",What writing device uses an electric motor and has a keyboard?,"['keyboard', 'motor', 'device', 'electric', 'writing']"
2314,A,73f3f34462fc60d229b194580e7d1744,most people,"[{'label': 'A', 'text': 'lie'}, {'label': 'B', 'text': 'set table'}, {'label': 'C', 'text': 'think'}, {'label': 'D', 'text': 'read books'}, {'label': 'E', 'text': 'not speak'}]",Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,"['understand', 'conflict', 'mean', 'brain', 'people']"
2315,E,2493dc44998db263d203b440ba11e8f9,suitcase,"[{'label': 'A', 'text': 'movie'}, {'label': 'B', 'text': 'cargo hold'}, {'label': 'C', 'text': 'in a cockpit'}, {'label': 'D', 'text': 'taxi'}, {'label': 'E', 'text': 'baggage compartment'}]",Where is a suitcase stored while a person travels by air?,"['suitcase', 'stored', 'air', 'travels', 'person']"
2316,E,437579f0669e62ab1a22ceef961f86dd,container can,"[{'label': 'A', 'text': 'fire'}, {'label': 'B', 'text': 'store'}, {'label': 'C', 'text': 'contain food'}, {'label': 'D', 'text': 'garage'}, {'label': 'E', 'text': 'liquid'}]","A flask is a container can, it is made to hold what?","['flask', 'container', 'hold']"
2317,B,5eeadcf78edd00cc22d35d3cc3ac11d2,shelf,"[{'label': 'A', 'text': 'school building'}, {'label': 'B', 'text': 'corner'}, {'label': 'C', 'text': 'outside'}, {'label': 'D', 'text': 'wall'}, {'label': 'E', 'text': 'cabinet'}]","The shelf was irregularly shaped, where should it be placed to avoid sticking out in high-traffic areas?","['shelf', 'shaped', 'placed', 'areas', 'irregularly']"
2318,D,da5af65e6f5fb20a88ff59d8d58d3375,eat lunch,"[{'label': 'A', 'text': 'borrow food'}, {'label': 'B', 'text': 'have food'}, {'label': 'C', 'text': 'prepare food'}, {'label': 'D', 'text': 'buy food'}, {'label': 'E', 'text': 'get food'}]",Alexa wants to eat lunch  but she left her lunchbox and wallet at home.  John gives her a twenty so that she can go out and do what?,"['lunchbox', 'lunch', 'wallet', 'alexa', 'john']"
2319,E,bccbab094de63f0e1b2acc4f2425132e,fiddling,"[{'label': 'A', 'text': 'dancing about'}, {'label': 'B', 'text': 'being happy'}, {'label': 'C', 'text': 'snapped fiddle string.'}, {'label': 'D', 'text': 'square dancing'}, {'label': 'E', 'text': 'discovery'}]",Jamie started fiddling when she was 13. It was an exciting thing for her.  She'd never played an instrument before and was thrilled.  What might have been thrilling for her?,"['fiddling', 'thrilling', 'jamie', 'instrument', '13']"
2320,E,fb717ba1fc07b0431020adc591bf1b48,ticket,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'movie'}, {'label': 'C', 'text': 'train station'}, {'label': 'D', 'text': 'baseball stadium'}, {'label': 'E', 'text': ""person's hand""}]",Where would you put a ticket?,['ticket']
2321,A,6d8e81c4401c85f630a7e0675be4c3d0,person,"[{'label': 'A', 'text': 'thank god'}, {'label': 'B', 'text': 'cross street'}, {'label': 'C', 'text': 'give thanks'}, {'label': 'D', 'text': 'promise to do'}, {'label': 'E', 'text': 'catch cold'}]",What does a Christian do when they get what they needed?,"['christian', 'needed', 'does']"
2322,A,9d4b96bd5829d9a63355d0e03176336a,sex,"[{'label': 'A', 'text': 'sell beer'}, {'label': 'B', 'text': 'cost money'}, {'label': 'C', 'text': 'feel good'}, {'label': 'D', 'text': 'last hour'}, {'label': 'E', 'text': 'sell candy'}]",The women were scantily clad but did their jobs well.  It was easy to use sex to do what?,"['women', 'sex', 'jobs', 'scantily', 'clad']"
2323,B,6283fe03e0930d060c3e6ad16d6ef63a,mug,"[{'label': 'A', 'text': 'juice bar'}, {'label': 'B', 'text': 'bar'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'store'}, {'label': 'E', 'text': 'cupboard'}]",Where do you get served alcohol in a mug?,"['mug', 'alcohol', 'served']"
2324,A,1ed5dcb35c94ff577415cf547f0a1cb7,person,"[{'label': 'A', 'text': 'die at home'}, {'label': 'B', 'text': 'thank god'}, {'label': 'C', 'text': 'climb tree'}, {'label': 'D', 'text': 'love objects'}, {'label': 'E', 'text': 'climb stairs'}]","I knew a person who hated hospitals, so when she was in her last days what was her wish?","['hospitals', 'wish', 'person', 'hated', 'knew']"
2325,D,2b4492101f5d1ed83c43e10b407b03c7,people,"[{'label': 'A', 'text': 'believe in god'}, {'label': 'B', 'text': 'sing together'}, {'label': 'C', 'text': 'go swimming'}, {'label': 'D', 'text': 'part company'}, {'label': 'E', 'text': 'commit crimes'}]",What do people do if they do not like each other?,"['like', 'people']"
2326,A,e3be9d75b3ae4e83645dd43941ceefc8,key,"[{'label': 'A', 'text': 'bus depot'}, {'label': 'B', 'text': 'at hotel'}, {'label': 'C', 'text': 'own home'}, {'label': 'D', 'text': 'pocket'}, {'label': 'E', 'text': 'idea'}]",Joe had a key to a rented locker at what type of place?,"['locker', 'joe', 'rented', 'key', 'place']"
2327,B,81fa4601424f4522dc31ff129f8bc57e,shopping basket,"[{'label': 'A', 'text': 'grocery store'}, {'label': 'B', 'text': 'shop'}, {'label': 'C', 'text': 'carrying goods'}, {'label': 'D', 'text': 'to hold onto'}, {'label': 'E', 'text': 'supermarkets'}]",What is often the purpose of a shopping basket?,"['shopping', 'basket', 'purpose']"
2328,A,f84b13106269a75fdce00db0174d90a3,drink,"[{'label': 'A', 'text': 'use glass'}, {'label': 'B', 'text': 'open mouth'}, {'label': 'C', 'text': 'eat first'}, {'label': 'D', 'text': 'buy alcohol'}, {'label': 'E', 'text': 'coffee mug'}]","If want to drink something politely, what vessel should I use?","['drink', 'vessel', 'politely', 'want', 'use']"
2329,C,e2d8d18dc435f892fe6e536294aebb95,examine thing,"[{'label': 'A', 'text': 'interesting'}, {'label': 'B', 'text': 'interests'}, {'label': 'C', 'text': 'learn more about'}, {'label': 'D', 'text': 'complex'}, {'label': 'E', 'text': 'go to bed'}]","Sam examined the thing closely.  He was interested in it, and he wanted to do what?","['sam', 'examined', 'thing', 'closely', 'interested']"
2330,C,dcd122ca9d94e06ed3f86d39ef5fbe8c,playing baseball,"[{'label': 'A', 'text': 'injury'}, {'label': 'B', 'text': 'agony'}, {'label': 'C', 'text': 'strikes'}, {'label': 'D', 'text': 'sore muscles'}, {'label': 'E', 'text': 'pain'}]",If you playing baseball and you miss a swing it is called what?,"['swing', 'baseball', 'playing', 'miss', 'called']"
2331,D,0bba71d3b150aa7946d26674a85c6b71,danube,"[{'label': 'A', 'text': 'yugoslavia'}, {'label': 'B', 'text': 'austria'}, {'label': 'C', 'text': 'nile'}, {'label': 'D', 'text': 'bulgaria'}, {'label': 'E', 'text': 'czechoslovakia'}]",What country currently contains the river danube?,"['danube', 'river', 'country', 'currently', 'contains']"
2332,D,d4dd9ae89485e6bfec7b92b6044d6338,neck,"[{'label': 'A', 'text': 'knives'}, {'label': 'B', 'text': 'shoulder'}, {'label': 'C', 'text': 'giblets'}, {'label': 'D', 'text': 'guillotine'}, {'label': 'E', 'text': 'bottle'}]",What was used to cut through royal necks in the French Revolution?,"['necks', 'revolution', 'royal', 'french', 'cut']"
2333,D,5f7a546db27bb47154f713c65585c710,finding information,"[{'label': 'A', 'text': 'learn'}, {'label': 'B', 'text': 'turn pages'}, {'label': 'C', 'text': 'death'}, {'label': 'D', 'text': 'ask questions'}, {'label': 'E', 'text': 'go to school'}]","The student was having difficulty finding information in the book, so he raise his hand and began to what?","['book', 'student', 'hand', 'information', 'finding']"
2334,B,ad2fc6215c179ab6a880ee6c3e2f4b62,getting divorce,"[{'label': 'A', 'text': 'bitterness'}, {'label': 'B', 'text': 'sadness'}, {'label': 'C', 'text': 'depression'}, {'label': 'D', 'text': 'pain'}, {'label': 'E', 'text': 'anguish'}]","James and Ruth were getting a divorce.  It was amicable, but it wasn't happy.  There was a lot of what emotion?","['emotion', 'divorce', 'ruth', 'james', 'amicable']"
2335,A,b3ba8b152fa8a6f0ba02c554ef895a94,floor,"[{'label': 'A', 'text': 'carpet'}, {'label': 'B', 'text': 'chair'}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'bed'}, {'label': 'E', 'text': 'desk'}]",Danny thought about fixing up his floor and making it look good. What might he use to do what?,"['floor', 'danny', 'making', 'fixing', 'use']"
2336,D,c699ea763f17fc6ff42f2ac63aadf82a,tennis game,"[{'label': 'A', 'text': 'field with tennis court'}, {'label': 'B', 'text': 'match'}, {'label': 'C', 'text': 'progress'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'highschool'}]",Where could you find a tennis game?,"['tennis', 'game']"
2337,D,d13185ac565811fbc972b9214e2fd76e,wound,"[{'label': 'A', 'text': 'body'}, {'label': 'B', 'text': 'injury'}, {'label': 'C', 'text': 'patient'}, {'label': 'D', 'text': 'emergency room'}, {'label': 'E', 'text': 'hospital'}]",Where might a person go if they need urgent care for a wound?,"['wound', 'urgent', 'care', 'need', 'person']"
2338,A,c7c41a407d2ffa2fab05fb3f23dbc64f,dull,"[{'label': 'A', 'text': 'sharp'}, {'label': 'B', 'text': 'bright'}, {'label': 'C', 'text': 'exciting'}, {'label': 'D', 'text': 'interesting'}, {'label': 'E', 'text': 'intelligent'}]","If something is dull, what would it be after you fixed it?","['dull', 'fixed']"
2339,D,1598ae31996d2743583f2843a7d3b44c,person,"[{'label': 'A', 'text': 'own house'}, {'label': 'B', 'text': 'loyal friends'}, {'label': 'C', 'text': 'fever'}, {'label': 'D', 'text': 'good review'}, {'label': 'E', 'text': 'with cat'}]","He really enjoyed the restaurant, when he got home he gave it what?","['restaurant', 'gave', 'enjoyed', 'home', 'got']"
2340,A,6fb62d0fc82b3e0c6926022a309d4504,advance,"[{'label': 'A', 'text': 'late payment'}, {'label': 'B', 'text': 'going backward'}, {'label': 'C', 'text': 'retreat'}, {'label': 'D', 'text': 'late payment'}, {'label': 'E', 'text': 'basic'}]","Greg couldn't pay the cash advance fee, and thus was dinged for what?","['cash', 'fee', 'greg', 'pay', 'dinged']"
2341,C,378bf19e4e201aa8ceb8b0ab43a449a3,killing people,"[{'label': 'A', 'text': 'prison sentence'}, {'label': 'B', 'text': 'going to jail'}, {'label': 'C', 'text': 'feelings of guilt'}, {'label': 'D', 'text': 'die'}, {'label': 'E', 'text': 'hunger'}]","If you started killing people for no reason, what are you likely to lack?","['killing', 'lack', 'reason', 'people', 'started']"
2342,B,e3f378552c854b712872d203baa69099,relaxing,"[{'label': 'A', 'text': 'shut eyes'}, {'label': 'B', 'text': 'falling asleep'}, {'label': 'C', 'text': 'listening to music'}, {'label': 'D', 'text': 'reading'}, {'label': 'E', 'text': 'shut eyes'}]",What could happen after relaxing for a long time by not doing anything?,"['relaxing', 'time', 'long', 'doing', 'happen']"
2343,A,5c038cba6609c2b88b2499cfbb7e8705,beautiful,"[{'label': 'A', 'text': 'wet'}, {'label': 'B', 'text': 'cold'}, {'label': 'C', 'text': 'dull'}, {'label': 'D', 'text': 'bad'}, {'label': 'E', 'text': 'rainy'}]",If a beautiful person sprays you with a hose what will you be?,"['hose', 'sprays', 'person', 'beautiful']"
2344,C,0dd203b1dafe4524cf2ca92989e773bb,watching tv,"[{'label': 'A', 'text': 'get fat'}, {'label': 'B', 'text': 'entertainment'}, {'label': 'C', 'text': 'arguments'}, {'label': 'D', 'text': 'wasting time'}, {'label': 'E', 'text': 'quality time'}]","The man was watching TV instead of talking to his wife, what is he avoiding?","['tv', 'wife', 'avoiding', 'watching', 'talking']"
2345,A,ff6cdcd5e19de81680a2394963be8010,small dog,"[{'label': 'A', 'text': ""neighbor's yard""}, {'label': 'B', 'text': 'tree'}, {'label': 'C', 'text': 'basket'}, {'label': 'D', 'text': 'manhattan apartment'}, {'label': 'E', 'text': 'fridge'}]",The woman could not see her small dog but she could hear it where is it likely to be?,"['dog', 'woman', 'small', 'hear', 'likely']"
2346,E,900c51c68a06ed3eb71781002c8559df,plates,"[{'label': 'A', 'text': 'heart'}, {'label': 'B', 'text': 'restaurant'}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'shelf'}, {'label': 'E', 'text': 'stomach'}]",Joe loved the smell of the food on their plates.  It really made his what flutter?,"['smell', 'joe', 'food', 'flutter', 'plates']"
2347,D,3eba8ebd4180eb1a6695bfd6b3e0ed6c,stress,"[{'label': 'A', 'text': 'headache'}, {'label': 'B', 'text': 'high blood pressure'}, {'label': 'C', 'text': 'fatigue'}, {'label': 'D', 'text': 'depression'}, {'label': 'E', 'text': 'heart attacks'}]","Stress can affect your mood, sometimes even leading to what?","['stress', 'mood', 'affect', 'leading']"
2348,D,fe17493aeda594569f4501f51ec67fc2,all humans,"[{'label': 'A', 'text': 'feelings'}, {'label': 'B', 'text': 'names'}, {'label': 'C', 'text': 'naval'}, {'label': 'D', 'text': 'bladders'}, {'label': 'E', 'text': 'bladders'}]",All humans store urine in what organ?,"['urine', 'organ', 'humans', 'store']"
2349,A,78790e61f1fd2a542d8bf0dd6ce95aae,pray,"[{'label': 'A', 'text': 'go to church'}, {'label': 'B', 'text': 'kneel'}, {'label': 'C', 'text': 'ground'}, {'label': 'D', 'text': 'ignorance'}, {'label': 'E', 'text': 'speak to god'}]",Where do people go to pray?,"['pray', 'people']"
2350,B,82a9145acc4e52fb221f2e4cfae8e52b,hair,"[{'label': 'A', 'text': 'composted'}, {'label': 'B', 'text': 'thin out'}, {'label': 'C', 'text': 'curl'}, {'label': 'D', 'text': 'worn free'}, {'label': 'E', 'text': 'fall out'}]","She considered a wig, her hair had begun to what up top?","['wig', 'hair', 'begun', 'considered']"
2351,E,e2758adac48e94951968fbf55629d333,colorado,"[{'label': 'A', 'text': 'mexico'}, {'label': 'B', 'text': 'america'}, {'label': 'C', 'text': 'texas'}, {'label': 'D', 'text': 'arizona'}, {'label': 'E', 'text': 'united states'}]",Colorado became one of the first to legalize recreational marijuana in the what?,"['colorado', 'marijuana', 'legalize', 'recreational']"
2352,E,c169b6ab80ceac3d13646b01b75efb82,board game,"[{'label': 'A', 'text': 'shelf'}, {'label': 'B', 'text': 'cupboard'}, {'label': 'C', 'text': 'shower'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'den'}]",Where in a building would you play a board game?,"['board', 'play', 'game', 'building']"
2353,E,b19a1f257276ca969f60da5c5b180b52,shopping arcade,"[{'label': 'A', 'text': 'busy city'}, {'label': 'B', 'text': 'shopping mall'}, {'label': 'C', 'text': 'canada'}, {'label': 'D', 'text': 'high street'}, {'label': 'E', 'text': 'town'}]","The man needed to visit the shopping arcade but wanted to avoid crowds, where did he go?","['arcade', 'shopping', 'crowds', 'visit', 'avoid']"
2354,E,451aca3e8f1e4fb053ba2eecf70b7dd5,small dog,"[{'label': 'A', 'text': 'own home'}, {'label': 'B', 'text': 'cold room'}, {'label': 'C', 'text': 'suburb'}, {'label': 'D', 'text': 'nursing home'}, {'label': 'E', 'text': 'own house'}]","The small dog looked longingly into the warm home and laughing family, what did it want?","['dog', 'family', 'home', 'laughing', 'longingly']"
2355,E,fa9ad88b78aa1272809a8af6a497b579,rap,"[{'label': 'A', 'text': 'classical'}, {'label': 'B', 'text': 'country music'}, {'label': 'C', 'text': 'hip hop'}, {'label': 'D', 'text': 'rock'}, {'label': 'E', 'text': 'good music'}]","They were surprised that he enjoy rap, but he explained that every genre has what?","['rap', 'genre', 'explained', 'surprised', 'enjoy']"
